,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
2319,ts18424,Caillou,SHOW,"Caillou is an educational Canadian children's television series, based on the books by author Christine L'Heureux and illustrator Hélène Desputeaux. During the first season, many of the stories in the animated version began with a grandmother introducing the story to her grandchildren, then reading the story about the book. Since 1997, the narrator/grandmother is an unseen character. Caillou first aired on Canada's Teletoon channel in 1998; it later made its United States debut in English on Public Broadcasting Service Public television on September 4, 2000 A 5th Season came out in 2013 = and it airs on PBS Kids. Caillou also airs on PBS Sprout.",1998,TV-Y,24,"['family', 'fantasy', 'animation', 'comedy', 'drama']",['CA'],10.0,tt0262153,3.9,3168.0,22.775,5.4,10,4.65
2322,ts11118,Clifford the Big Red Dog,SHOW,The adventures of a larger-than-life red dog on Bridwell Island.,2000,TV-Y,21,"['animation', 'family', 'comedy', 'music']",['US'],3.0,tt8447844,5.3,150.0,8.58,6.7,3,6.0
2323,ts20939,Moesha,SHOW,"Moesha was an American sitcom series that aired on the UPN network from January 23, 1996 to May 14, 2001. The series stars R&B singer Brandy Norwood as Moesha Mitchell, a high school student living with her family in the Leimert Park neighborhood of South Central Los Angeles. It was originally ordered as a pilot for the CBS network's 1995-1996 television season, who rejected. It was then picked up by UPN, who aired it as a mid-season replacement. It went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run.",1996,TV-PG,21,"['drama', 'comedy', 'family']",['US'],6.0,tt0115275,5.7,3713.0,7.483,7.3,6,6.5
2325,ts21693,"Sister, Sister",SHOW,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6.0,tt0108927,6.2,12535.0,12.029,7.6,6,6.9
2341,ts31733,Great Teacher Onizuka,SHOW,"Onizuka is an ex-biker and gang leader who has one goal, to become the greatest teacher. He learns of the power and respect possible as an intern teacher, using his strength and connections to get his students to respect him. Now, graduated, he gets a job at a prestigious private school to handle their 'problem class' that made the past few teachers quit. He must handle a different sort of trouble when the trouble makers include some of the smartest kids in Japan who prefer a more cerebral approach to torturing their teacher. Onizuka must slowly win his students over and deal with their mistrust of teachers while handling the distrust of his fellow teachers.",1999,TV-MA,25,"['drama', 'comedy', 'action', 'animation', 'romance']",['JP'],1.0,tt0209631,8.4,3728.0,16.159,8.3,1,8.350000000000001
2344,ts22130,Rolie Polie Olie,SHOW,"Rolie Polie Olie was a children's television series produced by Nelvana, distributed by Disney, and created by William Joyce, Maggie Swanson, and Anne Wood. The show centers on a little roly pollie who is composed of several spheres and other three-dimensional geometric shapes. The show was one of the earliest series that was fully animated in CGI, and the first CGI animated preschool series.Rolie Polie Olie now airs in reruns on Disney Junior.

Rolie Polie Olie won a Gemini Award in Canada for ""Best Animated Program"" in 1999. The show also won a Daytime Emmy Award for ""Outstanding Special Class Animated Program"" in 2000 and 2005. William Joyce won a 1999 Daytime Emmy for Best Production Design for this series. The show has a vintage atmosphere reminiscent of the 1950s and early 1960s, with futuristic elements.",1998,TV-Y,21,"['animation', 'comedy', 'family', 'fantasy', 'scifi']","['FR', 'GB', 'US', 'CA']",6.0,tt0172049,6.3,2861.0,8.697,6.8,6,6.55
2365,ts20375,Monster Rancher,SHOW,"Genki is a boy who loves playing the Monster Rancher games and one day he's somehow transported into the world of the video game where he meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare. Together, they are searching for a way to revive the Phoenix, which is the only monster capable of stopping the evil Moo.",1999,TV-G,21,"['animation', 'comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']",['JP'],3.0,tt0243716,7.0,1407.0,14.516,8.2,3,7.6
2368,ts11119,The Big Comfy Couch,SHOW,"The Big Comfy Couch is a Canadian children's television series about Loonette the Clown and her dolly Molly, who solve everyday problems on their ""Big Comfy Couch"". It aired from 1992 until early 2006. It was produced by Cheryl Wagner and Robert Mills, directed by Wayne Moss and Mills. It premiered on March 2, 1992 in Canada and in 1995 in the USA on public television stations across the country. There is also a Spanish version of the show titled, ""El Sofa de mi Imaginacion"". It also aired in the United Kingdom on GMTV's kids block.

The show's format revolves around Loonette the Clown, who lives with her dolly Molly on the eponymous Big Comfy Couch. Episodes are generally focused on a theme or a lesson. For example, Season 3's episode ""Full of Life"" explored the concepts of ""full"" and ""empty"", while ""Sticks and Stones"" dealt with name-calling and teasing.",1993,TV-G,25,['family'],['CA'],7.0,tt0136634,7.1,1571.0,2.685,8.0,7,7.55
2370,ts17893,Bananas in Pyjamas,SHOW,"Bananas in Pyjamas is an Australian children's television show that premiered on 20 July 1992 on ABC. It has since become syndicated in many different countries, and dubbed into other languages. In the United States, the ""Pyjamas"" in the title was modified to reflect the American spelling pajamas. This aired in syndication from 1995 to 1997 as a half-hour series, then became a 15-minute show paired with a short-lived 15-minute series The Crayon Box, under a 30-minute block produced by Sachs Family Entertainment titled Bananas in Pajamas & The Crayon Box. Additionally, the characters and a scene from the show were featured in the Kids for Character sequel titled Kids for Character: Choices Count. The pilot episode was Pink Mug.",1992,TV-Y,8,"['animation', 'comedy', 'family', 'fantasy']",['AU'],6.0,tt0286342,5.5,2828.0,11.056,4.9,6,5.2
2380,ts15069,The FBI Files,SHOW,"Witness the crime busting techniques and forensic science used by the FBI to break the most baffling cases. From crime scene analysis to the most up-to-date laboratories, FBI agents relentlessly comb through mountains of evidence to narrow their search, ultimately prevailing over the perpetrators and bringing them to justice.",1998,TV-PG,50,"['documentation', 'thriller', 'crime', 'drama', 'history']",['US'],7.0,tt0309152,7.9,1145.0,3.258,7.3,7,7.6
2392,ts25996,Magic Knight Rayearth,SHOW,"Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef.

Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil.",1994,TV-14,24,"['scifi', 'action', 'animation', 'comedy', 'fantasy', 'romance']",['JP'],2.0,tt0112057,7.7,889.0,27.056,8.6,2,8.15
2402,ts25096,Little Men,SHOW,"Little Men is a Canadian television show that first aired on November 7, 1998 on the PAX TV network and was shown in Canada on CTV beginning January 1, 1999. The show is set as a continuation from the Louisa May Alcott novel Little Men as a follow-up to Little Women. Due to low ratings, the show was cancelled after 2 seasons, with the final episode aired on December 17, 1999.",1998,TV-PG,45,"['drama', 'family']","['CA', 'US']",2.0,tt0179029,7.4,346.0,6.593,9.0,2,8.2
2408,ts39831,Rupert,SHOW,"Rupert is an animated television series based on the Mary Tourtel character Rupert Bear, produced by Nelvana, Ellipse Programmé and TVS for the first season, with Scottish Television taken over control when TVS closed. Aired from 1991 to 1997 with 65 half-hour episodes produced. It was broadcast in syndication on YTV in Canada. In the United States, the show first aired on Nickelodeon before moving to CBS; repeats of the series came to Qubo's digital service in January 2007, and still airs there. The show was broadcast in the UK on CITV and has recently been re-airing on the satellite and cable channels Tiny Pop and KidsCo. In Australia, the show was broadcast on the ABC public broadcasting network and on TV2 in New Zealand as part of the Jason Gunn Show.",1991,TV-Y7,24,"['fantasy', 'animation', 'family']",['CA'],6.0,tt0179607,7.0,1680.0,13.345,6.8,6,6.9
2419,ts27730,Kratts' Creatures,SHOW,"Kratts' Creatures is a children's television program on PBS. The show was hosted by the Kratt Brothers, Chris and Martin. It also featured Shannon Duff as Allison Baldwin and Ron Rubin as the voice of an animated anthropomorphic dinosaur. The show introduced its viewers to the world of animals. 50 episodes were produced in total. The show ran for only one season on PBS from June 3, 1996 until August 9, 1996. Then after cancellation, aired reruns until June 9, 2000. It also aired reruns on PBS Kids Go! from October 2006 to May 2008. Due to its popularity the show inspired an unofficial spinoff, Zoboomafoo, another show created by the Kratts, which premiered on January 25, 1999.",1996,TV-Y,27,['family'],"['US', 'CA']",1.0,tt0159885,8.2,251.0,1.96,8.3,1,8.25
2425,ts25157,Toxic Crusaders,SHOW,"Toxic Crusaders is an animated series based on The Toxic Avenger films. It features Toxie, the lead character of the films leading a trio of misfit superheroes who combat pollution. This followed a trend of environmentally considerate cartoons of the time, including Captain Planet and the Planeteers, Swamp Thing, and Teenage Mutant Ninja Turtles. As this incarnation was aimed at children, Toxic Crusaders is considerably tamer than the edgy films it was based on. Thirteen episodes were produced and aired, with at least a few episodes airing as a ""trial run"" in Summer 1990 followed by the official debut on January 21, 1991.",1991,TV-Y7,24,"['animation', 'action', 'comedy', 'family', 'scifi']",['US'],1.0,tt0173344,6.5,514.0,3.163,7.0,1,6.75
2488,ts13052,A Difficult Woman,SHOW,"Anne Harriman has it all, and expects nothing less. Her brilliant work as chief pathologist of pharmaceutical giant Bauer-Ritter has secured the respect of the corporate, academic and political worlds, making her a trophy addition to any board or panel. But she's prepared to put it all on the line when her old friend Giselle McKenzie is murdered.",1998,TV-14,51,['drama'],['AU'],1.0,tt0178133,6.5,108.0,2.461,6.0,1,6.25
