,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
2806,ts11,Downton Abbey,SHOW,"A chronicle of the lives of the aristocratic Crawley family and their servants in the post-Edwardian era—with great events in history having an effect on their lives and on the British social hierarchy.

",2010,TV-14,58,"['drama', 'romance', 'european']",['GB'],6.0,tt1606375,8.7,197744.0,57.029,8.1,6,8.399999999999999
2807,ts21483,How I Met Your Mother,SHOW,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,2005,TV-14,24,"['comedy', 'romance']",['US'],9.0,tt0460649,8.3,661972.0,153.898,8.2,9,8.25
2808,ts22280,House,SHOW,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",2004,TV-14,44,"['drama', 'comedy']",['US'],8.0,tt0412142,8.7,448480.0,286.211,8.6,8,8.649999999999999
2809,ts21608,Scrubs,SHOW,"In the unreal world of Sacred Heart Hospital, John ""J.D."" Dorian learns the ways of medicine, friendship and life.",2001,TV-14,24,"['comedy', 'drama']",['US'],9.0,tt0285403,8.4,251172.0,73.23,8.0,9,8.2
2810,ts10620,Dexter,SHOW,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",2006,TV-MA,53,"['drama', 'thriller', 'crime']",['US'],8.0,tt0773262,8.7,711566.0,81.642,8.2,8,8.45
2812,ts8308,Community,SHOW,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009,TV-PG,23,['comedy'],['US'],6.0,tt1439629,8.5,252564.0,48.311,8.0,6,8.25
2814,ts20552,Party Down,SHOW,A group of struggling actors and dysfunctional dreamers wait for their big break while they are stuck serving hors d'oeurves for a Hollywood catering company 'Party Down.',2009,TV-MA,28,"['comedy', 'drama']",['US'],2.0,tt1073507,8.3,30771.0,14.634,7.6,2,7.95
2816,ts21182,Psych,SHOW,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved. Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",2006,TV-PG,44,"['drama', 'comedy', 'crime']",['US'],8.0,tt0491738,8.4,95103.0,53.348,7.8,8,8.1
2819,ts20307,Monk,SHOW,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",2002,TV-14,43,"['drama', 'comedy', 'crime']",['US'],8.0,tt0312172,8.0,73388.0,93.597,7.9,8,7.95
2825,ts22265,Peppa Pig,SHOW,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",2004,TV-Y,7,"['animation', 'comedy', 'family']",['GB'],7.0,tt0426769,6.3,4839.0,96.961,6.7,7,6.5
2827,ts32186,Sonic X,SHOW,Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.,2003,TV-Y7,21,"['action', 'drama', 'thriller', 'animation', 'comedy', 'fantasy', 'family', 'scifi']",['JP'],3.0,tt0367413,6.1,4577.0,104.486,7.5,3,6.8
2835,ts10891,Eureka,SHOW,"The sleepy Pacific Northwest town of Eureka is hiding a mysterious secret. The government has been relocating the world's geniuses and their families to this rustic town for years where innovation and chaos have lived hand in hand. U.S. Marshal Jack Carter stumbles upon this odd town after wrecking his car and becoming stranded there. When the denizens of the town unleash an unknown scientific creation, Carter jumps in to try to restore order and consequently learns of one of the country's best kept secrets.",2006,TV-14,46,"['scifi', 'comedy', 'drama', 'romance']",['US'],5.0,tt0796264,7.9,52747.0,69.52,7.8,5,7.85
2836,ts20472,The Inbetweeners,SHOW,"Welcome to a world of futile crushes, sibling brawls, getting drunk too quickly and casting constant aspersions about your friends' sexuality.",2008,TV-14,24,"['comedy', 'european']",['GB'],3.0,tt1220617,8.4,86104.0,27.469,7.7,3,8.05
2839,ts2230,America's Next Top Model,SHOW,Aspiring models compete for a chance to break into the business with a panel of judges critiquing their progress throughout the competition.,2003,TV-14,44,['reality'],['US'],24.0,tt0391576,5.6,17843.0,12.812,5.3,24,5.449999999999999
2842,ts31938,Garth Marenghi's Darkplace,SHOW,"When the Hellmouth opens beneath Darkplace Hospital in downtown Romford, kiddy doctor, Vietnam veteran and ex-warlock Dr. Rick Dagless M.D. (Garth Marenghi) is the only man who can close it. Joined by best buddy Dr. Lucien Sanchez (Todd Rivers), fiery hospital boss Thornton Reed (Dean Learner), and woman Liz Asher (Madeleine Wool), Dagless must fight the forces of Darkness while dealing with the burden of day-to-day admin. From the chilling pen of best-selling horror writer Garth Marenghi comes this lost masterpiece of televisual terror. Dare you enter Garth's Darkplace?",2004,TV-MA,24,"['scifi', 'action', 'horror', 'comedy', 'fantasy', 'european']",['GB'],1.0,tt0397150,8.5,17944.0,7.335,8.1,1,8.3
2852,ts21197,Merlin,SHOW,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],5.0,tt1199099,7.9,80138.0,123.15,7.9,5,7.9
2859,ts11540,Between Two Ferns with Zach Galifianakis,SHOW,Host Zach Galifianakis conducts celebrity interviews sitting with his guests between two potted ferns.,2008,TV-14,4,['comedy'],['US'],1.0,tt1535002,8.4,8446.0,15.251,7.6,1,8.0
2865,ts22065,Secret Diary of a Call Girl,SHOW,"It's her business doing pleasure with you. A witty and provocative series based on the real-life adventures of a high-class escort. Juggling her own reality with her clients' fantasies can be difficult, but this savvy sweetheart knows every trick in the book, and she's doing it in style.",2007,TV-MA,23,"['drama', 'european']","['US', 'GB']",4.0,tt1000734,7.4,13414.0,12.327,7.0,4,7.2
2872,ts15638,Elfen Lied,SHOW,"The Diclonius, a mutated homo sapien that is said to be selected by God and will eventually become the destruction of mankind, possesses two horns in their heads, and has a ""sixth sense"" which gives it telekinetic abilities. Due to this dangerous power, they have been captured and isolated in laboratories by the government. Lucy, a young and psychotic Diclonius, manages to break free of her confines and brutally murder most of the guards in the laboratory, only to get shot in the head as she makes her escape. She survives and manages to drift along to a beach, where two teenagers named Kouta and Yuka discovers her. Having lost her memories, she was named after the only thing that she can now say, ""Nyuu,"" and the two allow her to stay at Kouta's home. However, it appears that the evil ""Lucy"" is not dead just yet...",2004,TV-MA,26,"['animation', 'horror', 'scifi', 'action', 'thriller', 'romance', 'comedy', 'drama']",['JP'],2.0,tt0480489,8.0,32645.0,30.973,8.5,2,8.25
2879,ts23620,Whitechapel,SHOW,Detective Inspector Chandler investigates copycat killers in London's East End.,2009,TV-MA,45,"['drama', 'thriller', 'crime', 'european']",['GB'],4.0,tt1186356,7.9,12925.0,9.154,7.5,4,7.7
2886,ts22285,Hustle,SHOW,A motley group of London con artists pull of a series of daring and intricate stings.,2004,TV-14,58,"['drama', 'comedy', 'crime']",['GB'],8.0,tt0379632,8.2,22525.0,30.282,7.8,8,8.0
2889,ts15745,Bad Girls Club,SHOW,"A cast of young women, who recognize that their outrageous behavior has hindered their relationships, careers and lives, are brought together in a beautiful mansion. They claim they want to change, but will living together help them move forward and turn their lives around – or will chaos rule?",2006,TV-14,40,"['reality', 'drama']",['US'],17.0,tt0914829,4.7,2727.0,21.39,6.1,17,5.4
2891,ts20596,Ugly Betty,SHOW,"Betty Suarez is smart, tough and tenacious, but also sensitive and loving. She hopes these skills will help her to get a job within the Meade Publishing Corporation. The fact that she isn’t traditionally attractive initially keeps her from getting hired by fashion bible, Mode. The magazine, however, is in flux, with power-hungry executives vying for dominance. Hoping to control the situation, the publisher gives his inexperienced son, Daniel, the position of Editor-in-Chief.  He hires Betty as Daniel’s assistant after catching him in a compromising position with his secretary on his first day on the job. After a tough start, in which Daniel tries to force Betty into quitting by treating her terribly, he realizes her worth and the two pair up to be an effective team.",2006,TV-PG,52,"['comedy', 'romance', 'drama']",['US'],4.0,tt0805669,6.6,43413.0,29.454,6.1,4,6.35
2905,ts22486,Gold Rush,SHOW,"Follow the lives of ambitious miners as they head north in pursuit of gold. With new miners, new claims, new machines and new ways to pull gold out of the ground, the stakes are higher than ever. But will big risks lead to an even bigger pay out?",2010,TV-PG,46,['reality'],['US'],12.0,tt1800864,7.2,4842.0,43.085,7.0,12,7.1
2908,ts21489,Todd and the Book of Pure Evil,SHOW,"Todd and the Book of Pure Evil is a Canadian comedy/horror television series that follows a group of high school students who confront the effects of a demonic book. The series premiered on Space Channel on September 29, 2010 with two back-to-back episodes. The show was created for television by Craig David Wallace, Charles Picco, and Anthony Leo.

Todd and the Book of Pure Evil is based on the short film of the same title written by Craig David Wallace and Max Reid, and directed by Wallace. The short film was produced through the Canadian Film Centre’s Short Dramatic Film Programme, and kicked off an international festival tour by premiering at the Toronto International Film Festival in 2003. The series was developed for television through the National Screen Institute's Totally TV Program. A pilot for Todd and the Book of Pure Evil was shot for Space in 2009 in Winnipeg, Manitoba. Like the low-budget short film, the series uses supernatural elements, profanity, graphic violence and non-sequitur lines. Sci-fi veteran David Winning directed four episodes.

Each episode was produced with two variations of the audio track: a pre-watershed version with ""clean"" replacement dialogue dubbed in by the actors, and the original uncensored version with profanity.",2010,TV-MA,23,"['scifi', 'comedy', 'horror']",['CA'],2.0,tt1558128,8.2,3712.0,5.019,7.1,2,7.6499999999999995
2912,ts8805,Dinosaur Train,SHOW,"Join Buddy, a Tyrannosaurus Rex, and his adoptive Pteranodon family on a whimsical voyage through prehistoric jungles, swamps, volcanoes and oceans, as they unearth basic concepts in life science, natural history and paleontology.",2009,TV-Y,19,"['animation', 'family']",['US'],7.0,tt1460205,6.5,1178.0,23.343,6.9,7,6.7
2915,ts17993,8 out of 10 Cats,SHOW,"8 Out of 10 Cats is a British television comedy panel game produced by Zeppotron for Channel 4. It was first broadcast on 3 June 2005. The show is based on statistics and opinion polls, and draws on polls produced by a variety of organizations and new polls commissioned for the programme, carried out by company Harris Poll. The show's title is derived from a well-known advertising tagline for Whiskas cat food, which originally claimed that ""8 out of 10 cats prefer Whiskas"".",2005,TV-PG,31,"['comedy', 'european']",['GB'],22.0,tt0465315,7.7,5778.0,8.062,7.4,22,7.550000000000001
2916,ts25510,I Shouldn't Be Alive,SHOW,"The show features accounts of individuals and groups caught in dangerous scenarios, presented both through interviews and dramatic reenactments. The main focus is how the survivors survived and the decisions they made that kept them alive.",2005,TV-PG,47,"['documentation', 'drama', 'action', 'history']",['US'],6.0,tt0492429,8.4,18.0,6.583,7.3,6,7.85
2918,ts29606,Republic of Doyle,SHOW,"Jake Doyle and his ex-cop father, Malachy, run a Newfoundland detective agency. Their rugged seaside town never lacks for intriguing cases, and the Doyles don't always land on the right side of the law.",2010,TV-14,44,"['drama', 'crime', 'comedy']",['CA'],6.0,tt1297754,7.5,4025.0,17.019,7.4,6,7.45
2919,ts21706,H2O: Just Add Water,SHOW,H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,2006,TV-PG,25,"['drama', 'scifi', 'fantasy', 'family']",['AU'],3.0,tt0491603,7.2,14782.0,21.417,7.8,3,7.5
2924,ts82184,Wallace & Gromit's Cracking Contraptions,SHOW,"A look at some of Wallace's labour-saving mechanical marvels that rarely work as planned. Having problems getting to sleep? Then try the Snoozatron – it plumps your pillows, plays you soothing music and deposits a teddy into your arms. Or how about taking the strain out of mealtimes with the help of the Autochef, a robot that will cook your eggs just how you like them. Or perhaps you might like to try the Christmas Cardomatic, an ingenious way to create a very unique greetings card!",2002,TV-G,1,"['comedy', 'animation', 'family', 'european']",['US'],1.0,tt0339881,7.6,2889.0,3.844,9.5,1,8.55
2925,ts21615,Totally Spies!,SHOW,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",2001,TV-Y7,22,"['action', 'animation', 'comedy', 'family', 'scifi', 'european']","['FR', 'US']",6.0,tt0283226,7.1,10214.0,29.598,7.4,6,7.25
2931,ts21533,The Only Way Is Essex,SHOW,"Part soap opera, part reality show, TOWIE follows the lives, loves and scandals of a group of real-life Essex guys and girls. Cameras capture the happenings at all kinds of glamorous locations as the cast meet up in nail bars, nightclubs and salons. Each episode features action filmed just a few days previously.",2010,TV-MA,37,"['reality', 'action', 'european']",['GB'],28.0,tt1737565,2.2,12.0,14.278,4.7,28,3.45
2937,ts21688,Boys Over Flowers,SHOW,A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.,2009,TV-14,64,"['comedy', 'drama', 'romance']",['KR'],1.0,tt1370334,7.9,11579.0,75.209,8.3,1,8.100000000000001
2942,ts22318,Winx Club,SHOW,"In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.",2004,TV-G,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",['IT'],8.0,tt3233214,6.2,6700.0,25.162,8.2,8,7.199999999999999
2949,ts26322,Toradora!,SHOW,"Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",2008,TV-14,30,"['animation', 'comedy', 'drama', 'romance']",['JP'],2.0,tt1279024,8.0,14307.0,28.197,8.5,2,8.25
2950,ts15414,Dance Academy,SHOW,"At Sydney's National Dance Academy, a few talented youngsters are recruited for the excruciatingly tough course. It follows Tara Webster, a sheepfarmgirl who's ambition is to be the next best ballerina. Jewish long line of doctors' heir Samuel 'Sammy' and minor juvenile offender Christian are the outsiders but gradually fit in, making new kinds of friends. Star ballerina's daughter Kat also introduces them in the circle of last-year brother Ethan, who already aspires a career as choreographer. Also Abigail, a smart young girl who'll walk over dead bodies to reach the stars tries to sabotage everything and everyone.",2010,TV-PG,25,"['drama', 'comedy', 'family', 'music', 'romance']",['AU'],3.0,tt1551948,8.1,4635.0,20.44,7.6,3,7.85
2962,ts33559,Shaun the Sheep,SHOW,"Shaun the Sheep thinks and acts like a person in a barnyard, which usually gets him into trouble. The farmer's sheepdog, Bitzer, tries to keep Shaun and his friends out of trouble. The farmer is oblivious to the humanlike features of his flock, who are like one big, happy family.",2007,TV-G,7,"['animation', 'comedy', 'family', 'european']",['GB'],6.0,tt0983983,8.0,25.0,24.246,7.9,6,7.95
2965,ts12965,The Bernie Mac Show,SHOW,"The Bernie Mac Show is an American sitcom that aired on Fox for five seasons from November 14, 2001 to April 14, 2006. The series featured comic actor Bernie Mac and his wife Wanda raising his sister's three kids: Jordan, Bryana, and Vanessa.",2001,TV-PG,22,"['comedy', 'drama', 'family']",['US'],5.0,tt0285341,7.1,7716.0,13.608,6.4,5,6.75
2969,ts20870,Jeremiah,SHOW,Jeremiah is an American television series starring Luke Perry and Malcolm-Jamal Warner that ran on the Showtime network from 2002 to 2004. The series takes place in a post-apocalyptic future where most of the adult population has been wiped out by a deadly virus.,2002,TV-G,44,"['action', 'drama', 'scifi']","['CA', 'US']",2.0,tt0290966,7.0,4420.0,8.945,6.9,2,6.95
2970,ts47142,Ninja Scroll: The Series,SHOW,"Fourteen years after defeating the immortal warrior Himuro Genma and thwarting the Shogun of the Dark's evil plans, Kibagami Jubei continues to roam all over Japan as a masterless swordsman. During his journey, he meets Shigure, a priestess who has never seen the world outside her village. But when a group of demons destroys the village and kills everyone, Jubei becomes a prime target after acquiring the Dragon Jewel — a stone with an unknown origin. Meanwhile, Shigure — along with the monk Dakuan and a young thief named Tsubute — travels to the village of Yagyu. And with two demon clans now hunting down Shigure, Dakuan must once again acquire the services of Jubei to protect the Priestess of Light.",2003,TV-MA,23,"['scifi', 'animation', 'action', 'comedy', 'fantasy']",['JP'],1.0,tt0400690,6.9,1642.0,10.915,6.7,1,6.800000000000001
2973,ts21494,The Triangle,SHOW,A shipping magnate hires four experts from various fields to investigate what happened to his ships that went missing in the Bermuda Triangle. The team discovers a threat that might unravel time itself and cause the world to end.,2005,TV-14,85,"['scifi', 'thriller', 'action', 'drama']",['US'],1.0,tt0452573,6.5,9191.0,14.711,6.3,1,6.4
2976,ts16264,Everest: Beyond the Limit,SHOW,Everest: Beyond the Limit is a Discovery Channel reality television series about yearly attempts to summit Mount Everest organized and led by New Zealander Russell Brice.,2006,TV-PG,44,['documentation'],['US'],3.0,tt0883680,8.4,946.0,0.903,7.5,3,7.95
2977,ts24041,Getting On,SHOW,Darkly comic series about life on a hospital ward and a nursing team who have to get on with the job despite challenges thrown up by the modern NHS.,2009,TV-MA,29,"['drama', 'comedy', 'european']",['GB'],3.0,tt1468773,8.1,1355.0,4.863,6.7,3,7.4
2980,ts4091,Cyberchase,SHOW,"Cyberchase is an American/Canadian television series for children ages 7-13. The series takes place in Cyberspace, a virtual world, and chronicles the adventures of three children, Jackie, Inez, and Matt, as they use math and problem solving skills to save Cyberspace and its leader, Motherboard, from The Hacker, the villain. Cyberchase has received generally positive reviews and won numerous awards. Thirteen/WNET New York and Nelvana produced the first five seasons, while Thirteen, in association with Title Entertainment, Inc. and WNET.ORG, produced seasons six through eight. The show airs on Public Broadcasting Service and PBS Kids GO! in the United States. All episodes have been released free on the Cyberchase Website. Since July 2010, Cyberchase has been put on hiatus, but was announced that starting in November, Cyberchase will be revived and start airing new episodes with its 9th season.",2002,TV-Y,25,"['comedy', 'family', 'scifi', 'animation']","['CA', 'US']",12.0,tt0309141,6.9,2538.0,5.227,7.4,12,7.15
2985,ts21513,Team Umizoomi,SHOW,"They're mini, they're mighty and they're built for math! When someone has a problem in Umi City, Milli, Geo, and Bot use their mighty math powers to help save the day!",2010,TV-Y,25,"['scifi', 'animation', 'family']",['US'],4.0,tt1594381,6.1,903.0,17.152,6.2,4,6.15
2989,ts20526,The Game,SHOW,"When her boyfriend Derwin Davis is chosen as the new third-string wide receiver for the San Diego Sabers, Melanie Barnett decides to attend a local college so she can be with him. While Derwin worries about the plays on the field, Melanie adjusts to her new lifestyle. She gets a play-by-play account of the lives and relationships among NFL wives, girlfriends and mom/managers who use their best game to help their men stay on the field and on their arm.",2006,TV-14,22,"['comedy', 'drama', 'sport', 'romance']",['US'],10.0,tt10020984,6.6,4417.0,7.989,8.4,10,7.5
3006,ts12930,Beyblade: Metal Fusion,SHOW,"Beyblade: Metal Fusion, known in Japan as Metal Fight Beyblade (メタルファイトベイブレード, Metaru Faito Beiburēdo), is a Japanese manga created by Takafumi Adachi, serialized in Shogakukan's monthly magazine CoroCoro Comic between September 2008 and February 2012. The series is a spin-off of the original Beyblade manga series written by Takao Aoki.

The manga inspired an anime production, retroactively named Beyblade: Metal Saga, which encompasses four seasons: Metal Fusion, Metal Masters, Metal Fury and Shogun Steel. The first season’s animation was produced by Tatsunoko Pro, with subsequent seasons and spin-offs being produced by SynergySP. It premiered on TV Tokyo on April 5, 2009, and aired until December 23, 2012. Nelvana, which licensed and produced English adaptations of the original anime series, also localized the four seasons of Metal Saga.",2009,TV-14,22,"['animation', 'thriller', 'action', 'family', 'fantasy']",['JP'],5.0,tt1674928,6.1,1683.0,35.385,7.8,5,6.949999999999999
3013,ts24110,Mr. Bean: The Animated Series,SHOW,"The animated daily trials and tribulations of clueless yet clever loner Mr Bean (aided by his best friend Teddy of course!) as he stumbles from one mishap to the next, always finding complex solutions to the simplest of problems.",2002,TV-G,11,"['comedy', 'family', 'animation', 'european']",['GB'],5.0,tt0280277,6.9,11545.0,45.26,6.8,5,6.85
3014,ts21183,Sid the Science Kid,SHOW,"Sid the Science Kid is a half-hour PBS Kids series that debuted on September 1, 2008. The computer generated show is produced by The Jim Henson Company and then-PBS member KCET in Los Angeles, California using the Henson Digital Puppetry Studio. The show is produced by motion capture which allows puppeteers to voice digitally animated characters in real time. Production began in the fall of 2008 with 42 half-hour episodes of Sid the Science Kid having been ordered. The series debuted on PBS Kids on September 1, 2008, with a two-year on-air commitment. The original working title for the series was ""What's the Big Idea?"" and the central character, Sid, was originally named Josh.

KOCE, the current primary PBS member for the Los Angeles area, began co-producing the show after KCET disaffiliated with PBS on December 31, 2010.

24-hour preschool channel PBS Kids Sprout acquired Sid the Science Kid on March 25, 2013. It airs daily at 3:30pm ET.",2008,TV-Y,27,"['animation', 'family', 'comedy']",['US'],4.0,tt1236429,5.4,685.0,18.483,5.9,4,5.65
3017,ts20593,Kenichi: The Mightiest Disciple,SHOW,"Yeah, Kenichi’s a total wimp. He’s always getting picked on and doesn’t have a lot of friends to stick up for him. The guy needs motivation if he hopes to graduate in one piece. Well, Miu’s the perfect motivation. She’s hot, she accepts him, and she just so happens to live at a dojo with six martial arts masters. You could say fate has led Kenichi to their door, or you could say he was just following the hottie. Either way, he’s about to get whipped into serious shape. If he can survive some hard-core training, he might survive another day at school. He might even score with Miu. Yeah, you could call Kenichi a wimp. But let’s go with underdog instead.",2006,TV-PG,24,"['action', 'animation', 'comedy', 'romance']",['JP'],2.0,tt1424037,8.1,2108.0,52.173,8.5,2,8.3
3024,ts35948,Wheeler Dealers,SHOW,"Experienced car dealer Mike Brewer is joined by multi-talented mechanics in a monumental motoring mission: to find and restore iconic cars to later sell for a profit at their LA-based shop. In the series, Mike has the challenging job of finding vehicles that have money-making potential. He then hands them over to a mechanic, who tackles everything from bare metal re-sprays to gearbox swaps to bring them back to their former glory.",2003,TV-PG,38,"['documentation', 'reality', 'european']","['GB', 'US']",22.0,tt14307260,8.2,3143.0,23.523,7.3,22,7.75
3029,ts32764,WordWorld,SHOW,"WordWorld is an Emmy Award-winning children's television series partially funded by the United States Department of Education as part of the Ready to Learn literacy initiative targeted to 3- to 7-year olds. The show airs in 10 languages and 90 countries, including in the United States. The television series, created by Don Moody and Jacqueline Moody, stars Dog and his WordFriends. In each episode, Dog and/or one of his friends embarks on a series of adventures where the only way to save the day is to build or un-build words. The show's novelty is that when a word is built correctly, it morphs into the thing it represents, which gives instant meaning to the word. WordWorld has been translated into popular mobile applications, Internet-based games, magnetic plush and other toys.

WordWorld currently airs in 90 countries and 10 languages. It premiered September 3, 2007 on PBS Kids and is currently in its third season, with 84 11-minute episodes. WordWorld currently broadcasts on PBS Kids it is produced for WTTW Chicago.",2007,TV-Y,29,"['animation', 'family']",['US'],3.0,tt1097633,6.6,414.0,4.297,7.0,3,6.8
3033,ts31754,Peep and the Big Wide World,SHOW,"Peep and the Big Wide World is an animated cartoon that teaches nature and basic science concepts to preschoolers. The main characters include a yellow baby chick named Peep and his friends Quack, a teenaged blue drake, and Chirp, a baby red robin with pink eyelids. The current show, narrated by Joan Cusack is based on a National Film Board of Canada cartoon short of the same name, created in 1988 by Kaj Pindal and narrated by Peter Ustinov, and another short, ""The Peep Show"", from 1962. The original short comprised three 10-minute films featuring Peep, Quack, and Chirp as they meet a cat, a ladybug, a turtle and a frog who speaks from both sides of his mouth.

The show is produced by WGBH in Boston and 9 Story Entertainment in Toronto, Canada. In the US, this show formerly aired on Discovery Kids as part of its commercial-free and sponsor-free ""Ready, Set, Learn!"" programming block. It now airs nationally in the United States on public television, distributed by American Public Television. In Canada, it airs on TVOntario. DVDs and books are also available for purchase. Peep and the Big Wide World is currently sponsored by the National Science Foundation in conjunction with WGBH-TV as part of an education and outreach program. The principal investigator is Kate Taylor, also of the ZOOM block. The National Science Foundation is the only permanent sponsor of the show. Northrop Grumman, The Carnegie Corporation of New York, the Corporation for Public Broadcasting and Toyota funded the show for only season two. The Discovery Kids Foundation funded the show for only season one. In 1999, the show was produced by Clumsy PriStar Television. The VHS copies are produced from Clumsy Pristar's home viewings.",2004,TV-Y,26,"['animation', 'comedy', 'family']","['CA', 'US']",5.0,tt0389668,7.9,644.0,6.941,7.9,5,7.9
3034,ts21196,Ruby Gloom,SHOW,"Ruby Gloom is a Canadian animated television show based on an apparel franchise of the same name. The show was produced by Nelvana and began airing on October 13, 2006 in Canada on the network YTV. It features the voices of Sarah Gadon, Emily Hampshire, Peter Keleghan, and Adrian Truss.",2006,TV-Y7,23,"['scifi', 'animation', 'comedy', 'family', 'horror']","['US', 'CA']",2.0,tt0946601,7.7,1140.0,8.943,7.8,2,7.75
3044,ts24531,Princess Tutu,SHOW,"Princess Tutu follows Duck, a duck who was transformed into a young girl and takes ballet at a private school. She becomes enamoured of her mysterious schoolmate Mytho, and transforms into Princess Tutu to restore his shattered heart. Mytho's girlfriend Rue transforms into Princess Kraehe to frustrate Tutu's efforts, and Mytho's protective friend Fakir discourages Mytho's burgeoning emotions. When it becomes apparent that Duck, Rue, Mytho, and Fakir are meant to play out the characters in a story by a long-dead writer named Drosselmeyer, they resist their assigned fates and fight to keep the story from becoming a tragedy.",2002,TV-14,24,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['JP'],2.0,tt0444745,8.1,1007.0,11.279,7.3,2,7.699999999999999
3053,ts20575,Intelligence,SHOW,"Mary Spalding, the director of the Vancouver Organized Crime Unit, offers Jimmy Reardon, one of Vancouver's top organized crime bosses, immunity from prosecution in exchange for his role as a police informant.",2006,TV-MA,45,"['action', 'crime', 'drama']",['CA'],2.0,tt0845746,8.1,2103.0,6.398,8.3,2,8.2
3055,ts37737,Medabots,SHOW,"10-year-old Ikki Tenrio, using his Medabee, participates in Robattles; fights that square off robots, or “Medabots,” against each other. Ikki must also stop the plans of the nefarious “RubberRobo Gang.”",2001,TV-Y7,24,"['animation', 'action', 'comedy', 'scifi', 'family']","['US', 'JP']",3.0,tt0293731,6.7,2301.0,26.513,8.4,3,7.550000000000001
3059,ts1401,Cromartie High School,SHOW,"Folks, meet Takashi Kamiyama. Enrolled at Cromartie High, where everybody is a delinquent, Kamiyama is apparently the only non-delinquent in the school. Logically, therefore, he must be the toughest in his class—by the rather twisted logic that only a really tough rabbit would lie down with lions. Thus begins a story that parodies every cliché of tough-guy anime that you've ever heard of, and some you haven't. Oh, and Freddie Mercury is in it, too.",2003,TV-14,11,"['animation', 'comedy']",['JP'],1.0,tt0387775,7.6,799.0,5.33,6.9,1,7.25
3068,ts20535,The Garfield Show,SHOW,"Your favorite lazy, fat cat is at it again. Garfield, Odie, Jon and the rest of the gang are back for more funny misadventures. Whether he's scarfing down lasagna or tricking Nermal the kitten, Garfield is guaranteed to crack you up. But remember: He hates Mondays!",2009,TV-G,17,"['animation', 'comedy', 'family', 'european']",['US'],5.0,tt1470837,5.3,2499.0,19.716,5.3,5,5.3
